laua,laua_name,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Vocie_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4,per_sites_with_fibre_backhaul
E06000027,Torbay,0.02,0.08,2.34,97.56,0.59,2.02,25.44,71.95,0.14,0.72,6.11,93.03,1.14,2.1,26.32,70.44,2.62,5.58,25.16,66.64,1.34,2.09,25.6,70.97,,,0.01,0.22,99.77,0.02,0.1,3.57,6.06,90.25,,,0.33,2.01,97.66,,,3.9,7.11,88.98,0.18,0.73,6.23,10.47,82.38,,,4.2,6.26,89.54,,,0.05,0.42,99.53,0.1,0.26,1.45,8.07,90.13,,,0.56,3.56,95.87,0.33,0.65,1.62,11.49,85.92,0.7,1.99,6.03,14.24,77.04,0.38,0.76,1.91,11.97,84.98,,,,0.03,99.97,0.02,0.05,0.2,1.19,98.55,,,,0.66,99.34,,,0.49,1.78,97.73,,0.43,2.49,5.07,91.93,,,0.57,2.09,97.34,,,,,100,,,0.04,0.25,99.7,,,,0.05,99.95,,,,0.49,99.51,,,0.46,2.53,97,,,,0.57,99.43,86
E06000030,Swindon,,0.06,3.96,95.97,1.19,3.6,35.87,59.34,0.12,0.76,10.43,88.69,3.8,7.83,35.15,53.22,4.94,10.55,36.72,47.79,1.08,6.4,34.3,58.22,,,2.15,1.52,96.34,,0.02,13.15,13.06,73.77,,,2.18,6.81,91.01,,0.06,14.78,17.08,68.08,0.01,0.25,21,21.29,57.45,,,9.09,16.78,74.13,,,0.01,0.78,99.21,0.07,0.59,3.81,12.06,83.47,,0,0.22,2.74,97.04,0.36,2.36,6.8,15.57,74.91,1.33,3.47,9.32,23.95,61.92,,0.99,5.11,11.73,82.16,,,0,0.32,99.68,,0.01,0.43,7.21,92.35,,,0.1,0.79,99.11,,,1.7,10.24,88.06,,0.14,3.54,12.71,83.61,,,0.89,5.04,94.07,,,,,100,,,0,0.47,99.52,,,,,100,,,,0.6,99.4,,,0.14,1.34,98.52,,,,0.49,99.51,49
E06000031,Peterborough,0,0.01,5.3,94.68,0.38,2.9,35.93,60.79,0.32,2.23,9.79,87.66,2.03,6.94,31.99,59.04,6.16,11.23,35.62,47,0.06,3.66,29.26,67.01,,,1.05,1.24,97.7,0,0.01,8.47,10.55,80.96,,,1.23,4.37,94.41,,0.09,12.01,21.85,66.04,0.36,0.73,15.82,27.94,55.16,,,10.45,17.2,72.35,,0,0,0.08,99.92,0.03,0.18,2.06,10.82,86.91,,0.29,0.38,1.64,97.69,0.47,0.85,3.27,12.86,82.55,1,3.26,5.9,17.47,72.37,0.06,,2.42,9.92,87.59,,,,0.04,99.96,0,0,0.77,4.48,94.75,,,,1.51,98.49,,0.05,1.86,6.99,91.1,,0.4,2.77,10.89,85.73,,,1.45,6.03,92.52,,,,,100,,0,0,0.08,99.92,,,,0.07,99.93,,,,0.27,99.73,,,0.38,1.62,97.73,,,,0.19,99.81,81
E06000032,Luton,,,0.03,99.97,,,12.59,87.41,,,0.32,99.68,,,17.34,82.66,,0.39,15.71,83.9,,,18.93,81.07,,,,,100,,,0.76,2.34,96.89,,,,0.09,99.91,,,1.33,3.33,95.34,,,1.16,6.17,92.67,,,1.79,3.83,94.38,,,,,100,,,0.12,7.2,92.68,,,,,100,,,0.22,8.01,91.77,,,0.53,9.77,89.69,,,0.26,9.22,90.53,,,,,100,,,0.02,1.26,98.71,,,,,100,,,,1.78,98.22,,,0.07,2.49,97.44,,,,2.3,97.7,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,36
E06000033,Southend-on-Sea,,,0.13,99.87,0,0.4,18.13,81.47,,0.1,0.61,99.29,,,15.18,84.82,0.35,1.45,18.06,80.14,,,14.76,85.24,,,,,100,,,0.86,3.97,95.17,,,,0.25,99.75,,,1.21,4.25,94.54,,,1.61,5.29,93.1,,,1.01,3.3,95.69,,,,,100,,0.04,0.41,7.28,92.27,,,,0.02,99.98,,,,3.26,96.74,,0.22,1.11,7.31,91.36,,,,3.85,96.15,,,,,100,,,,0.6,99.4,,,,0.02,99.98,,,,,100,,,0.05,1.15,98.8,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,0.02,99.98,,,,,100,56
E06000034,Thurrock,,0,5.11,94.89,0.39,9.54,34.59,55.48,,0.04,9.95,90.01,2.15,7.54,39.51,50.8,3.1,13.54,37.19,46.17,1.88,5.63,40.01,52.48,,,0.03,0.57,99.41,,0,6.42,11.74,81.84,,,0.34,2.26,97.4,,0.07,7.06,18.7,74.16,,0.17,9.64,21.22,68.98,,0.09,7.47,20.19,72.25,,,,0.22,99.78,0,0.68,2.39,23.64,73.28,,,0.01,0.66,99.33,0.08,0.45,0.96,20.31,78.21,1.1,1.47,6.16,22.67,68.59,0.1,0.38,0.75,20.36,78.42,,,,,100,,0,0.11,5.41,94.48,,,,0.08,99.92,,,0.22,7,92.78,,0.14,1.35,9.29,89.22,,,0.19,8.04,91.77,,,,,100,,,,,100,,,,,100,,,,0.07,99.93,,,0.01,0.4,99.6,,,,0.09,99.91,82
E06000035,Medway,0,0.12,4.25,95.63,1.03,2.96,28.38,67.62,0.6,1.44,9.72,88.25,5.26,5.86,26.54,62.34,12.28,15.8,25.62,46.3,0.66,2.61,24.81,71.93,,,0.57,0.92,98.51,0,0.12,6.77,11.1,82.01,0.01,0.16,2.76,3.56,93.52,,0.09,5.62,17.21,77.08,0.89,1.55,10.61,19.7,67.25,,,4,12.64,83.36,,0,0.1,0.69,99.21,0.27,0.75,3.82,16.66,78.51,0.26,0.44,1.07,5.06,93.17,0.18,1.9,11.04,15.93,70.96,2.42,5.92,21.31,21.57,48.77,,0.33,5.87,16.08,77.72,,,0.01,0.07,99.92,,0.07,1.39,7.95,90.6,0.01,0.11,0.48,2.1,97.3,,,0.82,7.75,91.43,,1.13,4.41,10.75,82.92,,,0.54,5.51,93.96,,,,0.01,99.99,,0,0.1,0.68,99.22,,0.03,0.03,0.24,99.71,,,,1.35,98.65,,,1.02,3.52,94.77,,,,0.54,99.46,68
E06000036,Bracknell Forest,,0,1.4,98.6,0.25,1.78,19.69,78.28,0.13,1.34,27.63,70.9,3.9,7.44,36.69,51.96,9.78,11.69,39.04,39.49,4.87,7.46,33.22,54.45,,,0.06,0.76,99.18,,,2.58,4.67,92.76,,,1.47,15.4,83.13,,0.09,14.23,18.72,66.96,0.05,0.56,24.07,26.46,48.86,,0.16,12.55,18.05,69.23,,,,0.39,99.61,0.03,0.18,1.91,13.18,84.71,,0.02,0.36,11.09,88.54,0.27,1.45,7.71,28.47,62.1,3.41,7.19,11.97,26.38,51.05,0.49,2.43,9.25,22.75,65.08,,,,0.05,99.95,,,0.17,1.83,98,,,0.05,6.88,93.06,,,1.36,15.11,83.53,,0.26,7.11,26.02,66.59,,,1.79,11.55,86.66,,,,,100,,,,0.14,99.86,,,,0.57,99.43,,,,2.82,97.18,,,0.28,10.92,88.78,,,,2.28,97.72,77
E06000037,West Berkshire,0.11,0.6,10.77,88.52,3.41,5.05,32.06,59.48,1.84,3.72,23.85,70.59,7.63,6.57,33.4,52.4,16.82,16.25,32.85,34.08,0.52,2.75,32.58,64.15,,0,1.62,6.86,91.52,0.06,0.35,10.26,14.34,74.99,0,0.09,5.13,11.89,82.89,0.49,0.72,15.48,20.59,62.71,0.83,2.27,24.32,24.64,47.94,,,4.97,17.06,77.97,0.02,0.1,0.39,1.84,97.66,1.08,2.18,5.64,14.44,76.66,0.24,0.95,2.55,8.07,88.19,4.45,3.52,8.31,22.9,60.82,5.49,9.48,14.94,25.43,44.66,0.09,0.66,4.2,20.96,74.09,,0,0.19,1.35,98.46,0.05,0.22,4.05,6.4,89.28,0,0.08,0.85,4.84,94.24,0.49,0.64,7.58,14.34,76.95,,1.63,9.5,20.31,67.9,,,0.98,9.71,89.32,,,,0.04,99.96,0.02,0.04,0.38,1.63,97.92,,0.02,0.04,0.48,99.45,0.16,0.16,0.68,3.75,95.24,,,1.91,6.31,90.95,,,,1.53,98.47,77
E06000038,Reading,,,0.14,99.86,,,9.7,90.3,,,0.55,99.45,,,6.94,93.06,,0.05,12.91,87.04,,,6.97,93.03,,,,0.04,99.96,,,1.12,3.15,95.73,,,,0.02,99.98,,,0.19,1.5,98.31,,,0.85,2.88,96.27,,,,1.35,98.65,,,,,100,,,0.08,6.55,93.36,,,,,100,,,0.19,3.94,95.87,,,0.2,7.04,92.76,,,0.23,3.6,96.18,,,,,100,,,,1.67,98.33,,,,,100,,,,0.19,99.81,,,,1.22,98.78,,,,0.22,99.78,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,62
E06000039,Slough,,,0.09,99.91,0,,10.74,89.26,,,0.71,99.29,,,10.03,89.97,0.03,0.06,16.97,82.94,,,15.87,84.13,,,,0.05,99.95,,,1.33,5.71,92.95,,,,1.3,98.7,,,1.53,5.79,92.68,,,3.63,10.77,85.6,,,1.27,11.87,86.86,,,,0.02,99.98,,,1.18,13.64,85.18,,,,0.43,99.57,,,0.92,11.24,87.84,,,3.56,18.51,77.94,,,2.29,16.86,80.85,,,,0.01,99.99,,,0.36,2.85,96.8,,,,0.09,99.91,,,0.61,5.18,94.2,,,1.21,7.45,91.35,,,0.51,7.84,91.66,,,,,100,,,,0.02,99.98,,,,,100,,,,0.3,99.7,,,,0.4,99.6,,,,1.26,98.74,83
E06000040,Windsor and Maidenhead,,0.04,1.61,98.35,0.51,1.82,21.31,76.36,0.02,0.53,12.15,87.3,0.78,3.23,29.77,66.22,3.72,5.8,33.2,57.28,0.56,2.79,24.44,72.2,,,0.12,0.61,99.27,,0.03,2.38,4.48,93.1,,,0.49,6.01,93.5,,,5.64,15.15,79.22,0.04,0.28,10.83,19.92,68.93,,,5.38,13.26,81.36,,,0.01,0.68,99.32,0.28,0.79,2.34,12.16,84.43,,0.02,0.14,6.4,93.44,0.06,1.18,5.69,23.67,69.4,0.98,3.36,9.46,25.88,60.32,,0.96,3.7,17.92,77.42,,,0,0.14,99.86,,0,0.86,2.6,96.54,,,0,3.07,96.93,,,2.51,8.96,88.52,,0.14,4.16,16.24,79.43,,,2.66,8.22,89.12,,,,0.03,99.97,,,0.01,0.42,99.57,,,,0.59,99.41,,,,2.69,97.31,,,0.12,6.19,93.68,,,,3.29,96.71,75
E06000041,Wokingham,,0.01,3.09,96.91,0.53,2.41,25.95,71.1,0.01,0.12,10.51,89.36,1.22,2.33,28.69,67.77,2.94,5.2,33.39,58.46,0.56,0.56,24.82,74.05,,,0.06,0.84,99.1,,,6.73,8.15,85.13,,,0.62,4.86,94.52,,,9.98,13.88,76.14,0.01,0.04,13.41,20.72,65.82,,,4.54,11.64,83.83,,,0,0.15,99.85,0.02,0.24,2.89,17.49,79.35,,,0.04,2.9,97.05,0.06,0.98,3.92,21.53,73.51,0.39,1.86,5.97,24.63,67.14,,0.4,1.69,19.89,78.02,,,,0.01,99.99,,,0.51,5.47,94.02,,,,1.02,98.98,,,1.78,10.58,87.63,,0.02,2.11,14,83.87,,,0.08,7.59,92.33,,,,,100,,,,0.14,99.86,,,,0.02,99.98,,,,1.47,98.53,,,0.01,2.7,97.29,,,,1.53,98.47,59
E06000042,Milton Keynes,,0.14,4.82,95.04,1.72,4.22,31.16,62.89,0.18,0.84,8.78,90.2,1.75,9.37,33.89,54.99,5.34,12.24,31.84,50.57,1.52,7.32,29.53,61.64,,,0.14,0.6,99.26,,0.11,8.14,9.76,81.98,,0,0.73,4.08,95.18,,0.93,9.76,17.98,71.33,0.06,0.78,12.68,23.06,63.42,,,8.13,16.09,75.78,,,0.04,0.47,99.49,0.03,1.51,5.03,15.42,78.02,,0.06,0.35,3.07,96.52,0.54,2.62,9.3,18.37,69.16,1.18,4.37,10.81,22.26,61.37,0.23,1.22,7.31,16.38,74.86,,,0.02,0.15,99.83,,0.08,1.89,5.66,92.37,,,0.09,1.18,98.73,,0.67,3.02,11.18,85.14,,0.5,4.63,13.58,81.24,,,1.29,9.43,89.28,,,,,100,,,0.04,0.3,99.66,,,,0.01,99.99,,0.07,0.6,2.29,97.05,,,0.32,2.61,97.02,,,,1.6,98.4,73
E06000043,Brighton and Hove,0,0.08,0.66,99.26,0.63,1.42,10.19,87.77,0.35,1.26,5.07,93.32,0.53,1.8,11.08,86.59,5.49,7.47,17.4,69.65,,0.57,12.04,87.4,,,0,0.06,99.93,,0.06,1.33,4.56,94.05,,,1.3,6.02,92.68,,,0.95,5.78,93.27,0.57,1.43,8.26,15.88,73.87,,,1.27,7.2,91.53,,,0.05,0.35,99.6,0,0.29,1.12,4.95,93.64,0.1,0.36,0.87,2.93,95.75,,0.21,1.58,8.45,89.76,2.41,3.07,5.28,13.44,75.8,,,1.55,8.21,90.24,,,0,0.01,99.99,,0,0.14,1.34,98.52,,,0.42,2.04,97.54,,,0.42,1.69,97.89,,0.9,3.01,9.02,86.55,,,0.56,1.98,97.46,,,,,100,,,0.03,0.34,99.63,,,,0.12,99.88,,,,0.73,99.27,,,0.83,2.91,95.81,,,,0.99,99.01,47
E06000044,Portsmouth,,,1.6,98.4,,,17.75,82.25,,,1.43,98.57,,,14.74,85.26,,0.1,22.03,77.87,,,18.79,81.21,,,,0.04,99.96,,,1.72,7.6,90.68,,,,0.12,99.88,,,0.57,4.29,95.13,,,1.8,7.66,90.54,,,0.9,4.36,94.74,,,,,100,,,,2.12,97.88,,,,,100,,,,2.43,97.57,,,0.05,3.43,96.52,,,,3.3,96.7,,,,,100,,,,1.04,98.96,,,,,100,,,,,100,,,,0.76,99.24,,,,0.3,99.7,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,65
E06000045,Southampton,,,0.08,99.92,,0.06,10.99,88.95,,,1.98,98.02,,,7.27,92.73,,0.12,17.95,81.93,,,9.71,90.29,,,,,100,,,0.5,1.81,97.69,,,,,100,,,0.15,2.82,97.03,,,1.42,5.6,92.98,,,0.59,4.04,95.37,,,,0.03,99.97,,,0.12,8.43,91.45,,,,0.34,99.66,,,1.93,7.44,90.63,,,1.28,10.59,88.13,,,2.53,7.93,89.54,,,,,100,,,0.05,0.25,99.71,,,,,100,,,0.15,2.52,97.33,,,0.08,3.16,96.76,,,0.44,3.43,96.12,,,,,100,,,,0.03,99.97,,,,,100,,,,0.15,99.85,,,,0.34,99.66,,,,0.15,99.85,86
E06000046,Isle of Wight,0.06,0.31,4.26,95.38,1.79,7.32,27.94,62.95,0.67,2.52,11.57,85.24,5.72,9.52,27.84,56.92,9.27,13.96,26.31,50.46,4.43,8.97,24.56,62.04,,,0.6,2.1,97.3,0.05,0.29,7.68,13.58,78.4,,0.01,3.01,8.17,88.81,0.63,1.48,12.49,18.68,66.72,0.69,2.14,14.26,20,62.91,0.42,1.29,11.44,16.46,70.39,0,0.04,0.28,2.44,97.24,0.63,1.17,7.18,17.38,73.64,0.09,0.48,2.36,6.98,90.08,2.48,3.42,10.26,23.06,60.78,3.5,7.03,12.92,22.82,53.73,2.09,2.68,8.34,20.87,66.03,,,0.02,0.53,99.45,0.03,0.22,1.13,7.47,91.16,,,0.09,3.93,95.97,0.23,1.21,3.69,11.73,83.14,,1.41,6.14,13.49,78.59,,1.22,2.92,9.78,86.08,,,,0.03,99.97,0,0.02,0.16,2.45,97.37,,,,0.64,99.36,,0.12,1.25,3.93,94.7,,,1.81,6.86,90.93,,,1.16,3.02,95.82,59
E06000047,County Durham,0.22,0.22,6.48,93.08,1.92,4.54,36.99,56.56,10.51,7.25,12.17,70.07,8.78,8.09,29.44,53.69,27.76,13.08,21.9,37.26,1.71,5.07,31.12,62.1,0.09,0.04,1.14,3.08,95.65,0.29,0.19,10.16,14.25,75.11,2.69,2.89,10.2,11.26,72.96,3.82,1.31,11.45,19.91,63.52,12.08,5.47,16.95,21.74,43.76,0.48,0.17,9.49,19.61,70.25,0.06,0.17,0.13,2.8,96.85,0.51,0.85,2.16,20.3,76.18,5.48,6.03,4.73,10,73.76,4.21,4.5,5.2,21.94,64.16,16.42,10.67,9.53,19.72,43.66,0.29,1.29,3.54,18.62,76.26,0.02,0.08,0.07,1.29,98.55,0.19,0.18,0.87,8.05,90.71,1.7,2.93,4.43,7.47,83.47,2.61,1.92,2.94,12.43,80.1,,5.85,8.31,16.45,59.75,0.07,0.55,1.54,9.49,88.35,0.01,0.06,0.03,0.11,99.8,0.06,0.17,0.11,2.14,97.53,0.75,1.37,2.5,4.05,91.34,1.8,1.37,1.34,3.92,91.58,,,4.87,8.4,76.72,0.03,0.38,0.26,1.76,97.57,73
E06000049,Cheshire East,0.19,0.27,4.51,95.03,1.96,3.76,29.79,64.49,1.94,2.22,10.26,85.58,6.91,8.86,31.87,52.36,13.07,14.21,29.35,43.37,5.05,7.91,30.4,56.65,0.01,0.01,0.2,1.23,98.54,0.2,0.2,5.69,9.18,84.74,0.22,0.32,1.38,4.54,93.55,0.87,0.9,11.26,19.27,67.7,1.87,1.74,12.67,22.72,60.99,0.52,0.54,9.58,17.95,71.41,0.12,0.08,0.19,0.68,98.93,0.68,1.44,4.25,10.55,83.09,1.09,0.95,1.58,5.23,91.14,3.02,4.32,9.05,18.93,64.68,5.42,7.78,13.36,23.26,50.18,1.87,3.78,8.41,18.94,67,0.01,0.01,0.06,0.19,99.73,0.2,0.09,1.14,4.71,93.86,0.19,0.3,0.55,1.58,97.38,0.84,0.55,3.27,9.51,85.83,,1.32,4.37,12.49,80.1,0.5,0.33,2.26,8.77,88.14,0,0.01,0.02,0.14,99.83,0.11,0.08,0.13,0.53,99.15,0.03,0.13,0.24,0.57,99.03,0.53,0.34,0.47,2.35,96.3,,,1.34,4.02,92.87,0.28,0.3,0.25,1.38,97.8,52
E06000050,Cheshire West and Chester,0.1,0.35,5.03,94.52,2.35,5.3,28.88,63.47,0.74,1.95,9.73,87.59,5.57,9.65,31.22,53.56,11.33,16.25,31.07,41.35,2.51,6.43,29.73,61.32,,0,0.21,1.3,98.49,0.06,0.2,5.43,12.17,82.14,0,0.06,0.76,3.68,95.49,0.23,0.62,8.34,19.35,71.46,0.59,1.22,10.53,21.42,66.24,0.11,0.16,6.78,17.98,74.97,0.03,0.06,0.16,1.88,97.87,0.48,1.63,5.87,25.69,66.34,0.17,0.38,1.13,6.53,91.8,1,3.52,11.28,27.32,56.88,1.97,7.14,16.2,29.3,45.38,0.48,1.65,7.48,25.73,64.66,,0,0.08,0.19,99.72,0.05,0.09,0.98,6.56,92.32,0,0.04,0.22,1.43,98.31,0.12,0.3,2.31,9.15,88.11,,0.75,3.41,12.29,83.17,0.11,0.11,1.43,7.08,91.26,,,0,0.03,99.97,0.03,0.04,0.12,1.25,98.55,,0,0.03,0.18,99.79,0.07,0.16,0.73,1.89,97.15,,,0.88,4.27,94.37,0.09,0.11,0.37,0.96,98.46,75
E06000051,Shropshire,0.87,1.76,9.68,87.7,8.88,9.57,28.3,53.25,4.55,6.61,16.42,72.42,17.42,18.06,28.82,35.7,27.87,22.78,24.78,24.57,14.62,14.72,28.99,41.67,0.11,0.17,1.49,5.51,92.72,0.85,1.85,13.74,14.65,68.91,0.9,1.4,5.29,10.43,81.98,2.36,3.22,16.53,23.25,54.64,5.25,5.89,18.58,25.07,45.21,1.82,3.27,16.85,23.65,54.41,0.41,0.64,1.71,8.18,89.07,3.62,6.06,10.56,20.29,59.47,2.67,3.77,6.22,18.35,68.99,6.47,12.27,19.45,23.89,37.92,13.15,16.52,23,22.7,24.64,3.39,10.7,17.63,24.24,44.04,0.08,0.13,0.35,1.14,98.3,0.62,1.14,4.11,11.54,82.59,0.63,1.02,2.15,4.62,91.58,1.53,2.17,6.89,17.13,72.28,,4.54,8.66,18.28,64.44,0.61,1.92,6.59,17.62,73.26,0.02,0.06,0.12,0.35,99.46,0.34,0.41,0.92,3.9,94.43,0.25,0.52,0.87,2.03,96.33,1.03,0.82,2.88,6.02,89.26,,,4.06,9.43,81.56,0.08,0.68,3.21,6.63,89.4,65
E06000052,Cornwall,1.32,2.32,11.24,85.11,8.06,8.93,31.18,51.83,6.13,7.52,16.93,69.41,11.36,12.77,28.87,47,25.98,17.99,23.1,32.93,4.95,8.59,29.24,57.22,0.15,0.3,2.69,5.76,91.1,1.43,2.2,12.53,15.68,68.16,0.52,1.37,7.39,10.93,79.79,1.9,2.8,12.75,20.5,62.04,7.12,6.88,17.77,20.56,47.67,0.28,1.04,10.3,17.94,70.44,0.43,1.04,2.16,4.78,91.6,3.32,4.56,9.61,17.24,65.28,2.23,3.94,6.87,10.95,76.02,4.61,7.02,14.13,20.59,53.64,13.03,12.54,18.2,18.85,37.38,1.54,4.06,9.38,18.66,66.37,0.09,0.2,0.86,2.07,96.78,1.07,1.62,4.6,8.3,84.4,0.33,0.93,2.69,5.48,90.58,1.58,1.79,5.02,11.11,80.5,,5.4,9.96,14.03,65.04,0.2,0.61,2.93,8.95,87.31,0,0.05,0.35,0.67,98.92,0.39,0.79,1.92,4,92.89,0.04,0.3,0.9,2.45,96.3,0.84,0.91,2.06,5.52,90.66,,,5.98,9.34,79.26,0.01,0.16,0.77,3.37,95.68,60
E06000053,Isles of Scilly,0.24,4.95,13.22,81.59,14.68,10.54,56.77,18,7.46,8.3,14.55,69.69,24.01,21.64,36.17,18.18,32.6,14.58,18.22,34.59,24.01,21.64,36.17,18.18,,0,2.6,8.35,89.05,1.38,3.97,26.12,23.44,45.09,0.21,1.53,4.8,15.02,78.44,,3.42,40.89,33.01,22.68,9.17,9.32,17.61,20.1,43.8,,3.42,40.89,33.01,22.68,,1.38,5.6,93.03,,5.11,12.65,8.43,73.8,,1.67,8.16,11.23,78.94,,,28.61,17.08,54.31,,14.89,22.7,15.94,46.47,,,28.61,17.08,54.31,,,,0,10.95,89.05,1.38,2.84,4.87,45.66,45.26,0.07,0.8,2.84,17.51,78.78,,,8,69.33,22.68,,5.92,10.42,31.2,44.81,,,8,69.33,22.68,,,0,10.95,89.05,,1.38,4.95,48.18,45.5,,0.14,2.08,19,78.78,,,4.57,72.75,22.68,,,10.15,35.48,45.27,,,4.57,72.75,22.68,48
E06000054,Wiltshire,0.8,0.94,10.98,87.28,6.38,8.69,35.63,49.3,5.67,5.67,16.62,72.05,11.62,11.62,30.03,46.73,24.87,16.3,24.7,34.13,7.57,9.71,29.93,52.79,0.1,0.11,1.93,3.73,94.13,0.87,0.94,13.08,14.49,70.63,0.38,0.87,7.39,10.95,80.4,1.79,1.66,15.48,19.66,61.41,5.22,4.92,19.62,23.52,46.72,0.65,1.06,12.06,18.86,67.37,0.28,0.49,1.02,2.54,95.68,2.29,4.19,7.83,12.46,73.23,1.93,3.46,5.04,10.7,78.87,4.32,7.06,12.11,18.79,57.72,11.77,12.99,15.14,21.29,38.8,2.3,5.54,10.33,18.45,63.38,0.07,0.07,0.43,1.24,98.19,0.69,0.65,3.61,7.77,87.28,0.29,0.6,2.39,5.78,90.95,1.17,1.55,5.6,11.13,80.56,,4.16,8.88,15.56,67.1,0.36,0.81,3.7,9.88,85.25,0.01,0.07,0.07,0.31,99.55,0.26,0.34,0.94,1.79,96.67,0.08,0.21,0.59,1.53,97.59,0.25,1.04,2.2,3.35,93.16,,,4.07,7.11,84.37,0.07,0.51,1.47,2.59,95.36,88
E06000055,Bedford,0.07,0.5,4.45,94.98,2.78,6.16,24.44,66.62,1,3.9,12.78,82.32,7.69,8.63,27.32,56.36,15.72,20.47,26.41,37.4,1.22,6.05,27.94,64.79,,,0.38,2.39,97.23,0.14,0.4,7.3,11.74,80.42,,0,2.33,10.12,87.55,0.71,2.08,11.6,19.14,66.47,1.02,3.08,19.98,28.38,47.54,,,7.9,17.68,74.42,,0.14,0.2,1.56,98.1,0.41,2.64,7.9,20.82,68.24,,0.54,1.53,5.88,92.05,1.69,7.16,6.8,24.16,60.19,3.04,13.3,14.9,22.83,45.93,,0.51,4.28,25.53,69.67,,,0.02,0.4,99.59,0.03,0.24,2.81,8.77,88.14,,,0.06,2.09,97.85,0.22,1.75,4.74,13.29,80,,1.66,8.98,20.58,68.49,,,1.15,9.79,89.05,,,,0.05,99.95,,0.09,0.16,1.46,98.3,,,,0.06,99.94,,0.27,0.66,3.32,95.75,,,1.4,5.76,92.54,,,,1.66,98.34,70
